,meaning,KEY-MEANING
9101,"Brudny, śmieci",DIRTY
9102,"Brudny, śmieci",TRASH
9103,hak,HOOK
9104,babcia,GRANDMA
9105,baaaardzo duże auto,CAR
9106,"brudne, śmieci",DIRTY
9107,"brudne, śmieci",TRASH
9108,wyrzucić do śmieci,TRASH
9109,"brrr, zimno",COLD
9110,"tamten, ten drugi",ANOTHER
9111,stuknąć się kubkiem,TAP
9112,pępek,NAVEL
9113,"Tada! Gotowe, udało się ",READY
9114,pupa,BOTTOM
9115,śmieciarka,GARBAGE-TRUCK
9116,ponton,RAFT
9117,lala,DOLL
9118,pan,MAN
9119,okulary,GLASSES
9120,"miau, kot",CAT
9121,arbuz,WATERMELON
9122,księżyc,MOON
9123,Tam?,THERE
9124,taty,DAD
9125,trójkąt,TRIANGLE
9126,Jaja,EGG
9127,Pumba,CHARACTER
9128,Timon z bajki,CHARACTER
9129,Kici kici ,CAT
9130,Miau - ddźwięk kota,CAT
9131,"Dyndu dyndu, coś dynda na choince",DANGLING
9132,Por,LEEK
9133,No nie!,EXCLAMATION
9134,Chrupka,PUFFCORN
9135,Koń (od ihaha),HORSE
9136,Dziura,HOLE
9137,Zima,WINTER
9138,Tup tup,STOMPING
9139,Pępek,NAVEL
9140,Księżyc,MOON
9141,Kula,BALL
9142,Niebo,SKY
9143,Jest,TO-BE
9144,Dziob (ptaszek dziobie),BEAK
9145,Gawron,ROOK
9146,Ddźwięk jadącej straży pozarnej,FIRE-BRIGADE
9147,Kupa,POOP
9148,Myju (myjemy rączki),WASHING
9149,Nie ma ,GONE
9150,Bobo - z książki ,CHARACTER
9151,Pomidor,TOMATO
9152,Duży ,BIG
9153,Mydło,SOAP
9154,Ryby,FISH
9155,cebula,ONION
9156,morela,APRICOT
9157,moje,MY
9158,Choinka,CHRISTMAS-TREE
9159,Einstein,PERSON
9160,Ryba,FISH
9161,Słońce,SUN
9162,Dziupla,TREE-HOLLOW
9163,Dzik,BOAR
9164,Bose (stopki),BAREFOOT
9165,Domino,DOMINO
9166,Góra ,UP
9167,Iddź,GO
9168,Skok,JUMP
9169,Płynie,SWIM
9170,Nora,BURROW
9171,Kropcia (imię),PET
9172,Bóbr,BEAVER
9173,Robak,WORM
9174,Bańki ,BUBBLES
9175,Żłobek,NURSERY
9176,Ciocia ,AUNT
9177,Rączki,HANDS
9178,No nie!,EXCLAMATION
9179,Kręci,SPIN
9180,Chyba ,MAYBE
9181,Halo,HELLO
9182,Kamyki,STONE
9183,Rączki ,HANDS
9184,Grabki,RAKE
9185,Mommy,MOM
9186,Pampik (pampers),DIAPER
9187,Dziki,WILD
9188,Gepard,GEPARD
9189,Krokodyl,CROCODILE
9190,Patyk,STICK
9191,Biedronka,LADYBIRD
9192,Koala,KOALA
9193,W pracy ,WORK
9194,Łubudu,BAM
9195,Stanik,BRA
9196,Pumeks,PUMICE
9197,Łopata,SHOVEL
9198,Jabłko ,APPLE
9199,Borówka,BLUEBERRY
9200,Pomóc (pomóż mi),HELP
9201,Deska,BOARD
9202,Oko,EYE
9203,Nos,NOSE
9204,Buzia,FACE
9205,Melon,MELON
9206,Dynia,PUMPKIN
9207,Ignacy,PERSON
9208,Ddźwig,CRANE
9209,Pępek,NAVEL
9210,Kiwi,KIWI
9211,Kot,CAT
9212,Puma,PUMA
9213,Swinka,PIG
9214,Ogon,TAIL
9215,Tuliś,TOY
9216,Kura,HEN
9217,Jeżyk,HEDGEHOG
9218,Kret,MOLE
9219,Babcia,GRANDMA
9220,Dynia,PUMPKIN
9221,śpi,SLEEPING
9222,Niebieski,BLUE
9223,Szukaj,SEARCHING
9224,Klocki,BLOCKS
9225,Lody,ICE-CREAM
9226,Gruszka,PEAR
9227,Słonko ,SUN
9228,Kredka,CRAYONS
9229,Kukurydza,CORN
9230,Slimak,SNAIL
9231,Lubi,LIKE
9232,Truskawka,STRAWBERRY
9233,Kapusta,CABBAGE
9234,Kakao,COCOA
9235,Baran,LAMB
9236,Mrówka ,ANT
9237,Motyl,BUTTERFLY
9238,Plama,STAIN
9239,Borówki ,BLUEBERRY
9240,Maliny,RASPBERRY
9241,Lina,ROPE
9242,Naklejki,STICKER
9243,Stoi,STAND
9244,Plama,STAIN
9245,Okruszki,CRUMB
9246,Lubi,LIKE
9247,Są,TO-BE
9248,Pręt,ROD
9249,Majty,PANTS
9250,Cytryna,LEMON
9251,Bałagan ,MESS
9252,Szop,RACOON
9253,Pan,MAN
9254,Pani,LADY
9255,ściana ,WALL
9256,Piasek,SAND
9257,Szop,RACOON
9258,Pszczoła ,BEE
9259,Orzeszek,NUT
9260,Odda,GIVE-BACK
9261,Leci,FLYING
9262,Stopa,FEET
9263,Szpak,STARLING
9264,Rzecz,THING
9265,Brokuł ,BROCCOLI
9266,Zupa,SOUP
9267,Borsuk,BADGER
9268,Bóbr,BEAVER
9269,Hiena,HYENA
9270,Orzech,NUT
9271,Rekin,SHARK
9272,Parasol,UMBRELLA
9273,Mleko,MILK
9274,Szalik,SCARF
9275,Kurtka,JACKET
9276,Sprząta ,CLEANING
9277,Dobranoc ,GOOD-NIGHT
9278,Pij,DRINK
9279,Marzenia,DREAM
9280,Bawół ,BUFFALO
9281,Lama,LLAMA
9282,Palec,FINGER
9283,Czytać,READ
9284,Ryba,FISH
9285,Farba,PAINT
9286,Umiem,CAN
9287,Proszę ,PLEASE
9288,Ogląda ,WATCH
9289,Czyta,READ
9290,Żaba,FROG
9291,Gumka,HAIRBAND
9292,Bułka ,BUN
9293,Chwila,MOMENT
9294,Jabłko ,APPLE
9295,Kupka,POOP
9296,Położy ,LAY
9297,Ogień ,FIRE
9298,Bluzka ,SWEATSHIRT
9299,Spodnie,TROUSERS
9300,Cukier,SUGAR
9301,Wielbłąd ,CAMEL
9302,Farby,PAINT
9303,Filip,PERSON
9304,Prosze,PLEASE
9305,Foka,SEAL
9306,Koza,GOAT
9307,Krowa,COW
9308,Pędzę,RUSH
9309,Woda,WATER
9310,Skarpety,SOCK
9311,śpi,SLEEPING
9312,Kocham,LOVE
9313,Woda,WATER
9314,Niespodzianka ,SURPRISE
9315,Bułka ,BUN
9316,Zjem,EAT
9317,Chrupki,PUFFCORN
9318,Papryka,BELL-PEPPER
9319,Chodzi,WALKING
9320,Humus,HUMMUS
9321,Winogrona,GRAPES
9322,Rączki ,HANDS
9323,Ciacho,PASTRY
9324,Tort,CAKE
9325,Ręcznik ,TOWEL
9326,Ziemniak,POTATO
9327,Nie wiem ,DONT-KNOW
9328,Kawa,COFFEE
9329,Imię Ania,PERSON
9330,Dudek,HOOPOE
9331,Latać nią kręcić na rękach,FLYING
9332,Niebieski,BLUE
9333,Dach,ROOF
9334,Hak,HOOK
9335,Jadzia,PERSON
9336,Rak,CRAWFISH
9337,Czarny - black,BLACK
9338,Knee - kolano,KNEE
9339,But,SHOES
9340,Już,NOW
9341,On,HE
9342,Ona,SHE
9343,Dach,ROOF
9344,Dym,SMOKE
9345,Asia,PERSON
9346,Pink - różowy,PINK
9347,Purple fioletowy,PURPLE
9348,Babcia Misia,GRANDMA
9349,Yelloł żółty,YELLOW
9350,Papa,BYE
9351,Banan,BANANA
9352,Szafa,WARDROBE
9353,Sok,JUICE
9354,Żółty,YELLOW
9355,Mur,WALL
9356,Kasia,PERSON
9357,Baisa,PERSON
9358,Tuli,HUG
9359,Mlelo,MILK
9360,Stół,TABLE
9361,Sok,JUICE
9362,Żółty,YELLOW
9363,Halo,HELLO
9364,Bella,PERSON
9365,Green - zielony,GREEN
9366,Ryba,FISH
9367,Żaba,FROG
9368,Kot,CAT
9369,Ptak,BIRD
9370,Pingwin,PENGUIN
9371,Słoń,ELEPHANT
9372,Jerzy,PERSON
9373,Jedzie,DRIVE
9374,Siusiak,PENIS
9375,Łapać,CATCH
9376,Okej,OK
9377,Boczuś,
9378,Piłka,BALL
9379,Hej,HI
9380,Czekolada,CHOCOLATE
9381,Nietoperz,BAT
9382,Chmurka,CLOUD
9383,Dowidzenia ,GOOD-BYE
9384,Przepraszam ,SORRY
9385,Dziękuję ,THANK-YOU
9386,Weszłam ,ENTER
9387,Chmurka,CLOUD
9388,Dziewczynka,GIRL
9389,Samochód ,CAR
9390,Ojciec,DAD
9391,Pies,DOG
9392,Skarpetki,SOCK
9393,Bajka,TALE
9394,Kot,CAT
9395,Wyjście na dwór ,GO-OUT
9396,Reklama,ADVERTISEMENT
9397,Być cicho,QUIET
9398,Odgłos barana,GOAT
9399,Odgłos kota,CAT
9400,Nos,NOSE
9401,Pierś/jedzenie z piersi,BREAST
9402,Pierś/jedzenie z piersi,BREASTFEEDING
9403,Usiąddź ,SIT
9404,Coś niedobrego ,DISGUSTING
9405,Marcin,PERSON
9406,Płacz ,CRY
9407,Nine,NINE
9408,Zaprzeczenie,NO
9409,"Nie wolno, gorące ",MUSTNT
9410,Samochód ,CAR
9411,Marcin,PERSON
9412,Wagina,VAGINA
9413,Siadać,SIT
9414,"Pisać,  rysować ",DRAW
9415,"Pisać,  rysować ",WRITE
9416,Kiwanie bujanie,SWING
9417,Trąbić ,HONK
9418,Oko,EYE
9419,Głowa,HEAD
9420,Bujać się,SWING
9421,Choddź,COME
9422,Brawo,BRAVO
9423,Daj,GIVE
9424,Otworzyć ,OPEN
9425,Huśtać się (buju buju),SWING
9426,Skakać ,JUMP
9427,Siadać ,SIT
9428,Daj,GIVE
9429,Gol,GOAL
9430,Otwórz ,OPEN
9431,W,IN
9432,"Iść spać,  śpiący ",SLEEPING
9433,Spójrz ,LOOK
9434,Wskazanie miejsca,HERE
9435,Tata,DAD
9436,Jajko,EGG
9437,Piłka ,BALL
9438,Samochód ,CAR
9439,Kwiatki,FLOWER
9440,"Skakanie , podbijanie ",JUMP
9441,Do góry ,UP
9442,Gwiazdka,STAR
9443,Piłka ,BALL
9444,Choddź ,COME
9445,Daj,GIVE
9446,Cześć ,HI
9447,Pożegnanie ,BYE
9448,Krowa,COW
9449,Owca,SHEEP
9450,Oko,EYE
9451,Koło,CIRCLE
9452,Star,STAR
9453,Heart,HEART
9454,Konik,HORSE
9455,świnka,PIG
9456,Brawo,BRAVO
9457,Tata,DAD
9458,Dziadek,GRANDPA
9459,Buty,SHOES
9460,Bam,BAM
9461,Daj,GIVE
9462,Kot ,CAT
9463,Mama ,MOM
9464,Nie,NO
9465,Pa,BYE
9466,Papa,BYE
9467,Tak ,YES
9468,Kaja,PERSON
9469,Kurtka,JACKET
9470,Dzieci,CHILDREN
9471,Dziura,HOLE
9472,Kurtka,JACKET
9473,Miś,TEDDY-BEAR
9474,Mięso,MEAT
9475,Kluska,DUMPLINGS
9476,Babcia,GRANDMA
9477,Patyk,STICK
9478,Druga,ANOTHER
9479,Je,EAT
9480,Na dół,DOWNSTAIRS
9481,Nóż ,KNIFE
9482,Auto (brum),CAR
9483,Huśtawka ,SWING
9484,Pies ,DOG
9485,Jerzy,PERSON
9486,Dziadek ,GRANDPA
9487,Plac zabaw,PLAYGROUND
9488,Pierś ,BREAST
9489,Nogi ,LEG
9490,"Pupa, kupa, piłka ",BALL
9491,"Pupa, kupa, piłka ",BOTTOM
9492,"Pupa, kupa, piłka ",POOP
9493,Kredki,CRAYONS
9494,Ciocia,AUNT
9495,Kot,CAT
9496,Pociąg ,TRAIN
9497,Drzwi ,DOOR
9498,Banan,BANANA
9499,Duch,GHOST
9500,Papier,PAPER
9501,Pić,DRINK
9502,Pudło ,BOX
9503,Klucz,KEY
9504,Boje się ,SCARED
9505,Boli,HURTS
9506,Inna,OTHER
9507,Jajo,EGG
9508,Mucha,FLY
9509,Ok,OK
9510,Odłóż ,PUT-BACK
9511,Pycha,YUMMY
9512,Pić,DRINK
9513,Rower,BIKE
9514,Czapka ,CAP
9515,Iddź ,GO
9516,Jedzie ,DRIVE
9517,Kwiat,FLOWER
9518,Pali,FIRE
9519,Pies,DOG
9520,Połóż się ,LAY
9521,Proszę ,PLEASE
9522,Na ręce ,UP
9523,Kieszeń ,POCKET
9524,Kulka,BALL
9525,Łapy ,PAW
9526,Maslo ,BUTTER
9527,Mięso ,MEAT
9528,Mokry,WET
9529,Oko,EYE
9530,Piasek,SAND
9531,Tatuś ,DAD
9532,Tutaj,HERE
9533,Usiąść  ,SIT
9534,Malina,RASPBERRY
9535,Je,EAT
9536,Plama,STAIN
9537,świecący się kogut,AMBULANCE
9538,świecący się kogut,POLICE
9539,świecący się kogut,FIRE-BRIGADE
9540,Osa,WASP
9541,Halo,HELLO
9542,Telefon,PHONE
9543,Okulary,GLASSES
9544,Budzik,ALARM
9545,Brama,GATE
9546,Blisko ,CLOSE
9547,Wydra,OTTER
9548,Ogon,TAIL
9549,Plama,STAIN
9550,Popatrz,LOOK
9551,Wiewiórka ,SQUIRREL
9552,Poduszka,PILLOW
9553,Niebieski,BLUE
9554,Żółty ,YELLOW
9555,Dudusiu,
9556,Noga,LEG
9557,Kocyk,BLANKET
9558,Buty,SHOES
9559,Umyć ,WASH
9560,Paski,STRIPES
9561,Kółka,CIRCLE
9562,Myje się ,WASHING
9563,Siusiu,PEE
9564,Klucz ,KEY
9565,Jeść,EAT
9566,Spadło ,BAM
9567,Gdakanie kury,CHICKEN
9568,Mama,MOM
9569,Tata,DAD
9570,Pa pa,BYE
9571,Babcia,GRANDMA
9572,Bajkę (chcę bajkę),TALE
9573,Żaba,FROG
9574,Jajko,EGG
9575,Kupa,POOP
9576,Balon,BALLOON
9577,Bajkę (chcę bajkę),TALE
9578,Tato,DAD
9579,Kapać,RAIN
9580,Pa pa,BYE
9581,Sowa,OWL
9582,Spać ,SLEEP
9583,Samochód ,CAR
9584,Kogut,COCK
9585,Nóż,KNIFE
9586,But,SHOES
9587,Jeszcze,MORE
9588,śrubokręt ,SCREWDRIVER
9589,Grabki,RAKE
9590,Tak,YES
9591,Bocian,STORK
9592,Mój,MY
9593,Patrz,LOOK
9594,Tor,TRACK
9595,Kopać,DIG
9596,Pani,LADY
9597,Nos,NOSE
9598,Ssanie piersi,BREASTFEEDING
9599,Daj,GIVE
9600,Ciocia ,AUNT
9601,Krowa,COW
9602,But,SHOES
9603,Działa,WORKING
9604,Prać,WASH
9605,Czoło,FOREHEAD
9606,Gotować,COOK
9607,Dziura,HOLE
9608,Napić się ,DRINK
9609,Jest,TO-BE
9610,Zając,RABBIT
9611,Choddź ,COME
9612,Kiwi,KIWI
9613,Żaba,FROG
9614,Tutaj,HERE
9615,Traktor,TRACTOR
9616,Dym,SMOKE
9617,Działa,WORKING
9618,Bocian,STORK
9619,Pranie,WASH
9620,Byk,BULL
9621,"Wpuścić, wpuść ",LET-GO
9622,Masło ,BUTTER
9623,Włos ,HAIR
9624,Ogon,TAIL
9625,Ogon,TAIL
9626,Ogon,TAIL
9627,Kawa,COFFEE
9628,"Cukier, cukiernica",SUGAR
9629,Krem,CREAM
9630,Sam,BY-MYSELF
9631,Rura,PIPE
9632,Duży,BIG
9633,Cześć ,HI
9634,Sam,BY-MYSELF
9635,Dziura,HOLE
9636,Dziadek,GRANDPA
9637,Kartka,PIECE-OF-PAPER
9638,Kulka,BALL
9639,Mama,MOM
9640,Nie,NO
9641,Tata,DAD
9642,Babcia,GRANDMA
9643,Ciocia,AUNT
9644,Cześć,HI
9645,Pa pa,BYE
9646,Piesek (hau),DOG
9647,Kotek ,CAT
9648,Krowa,COW
9649,Kaczka,DUCK
9650,Cyc,BREAST
9651,Dać cyca,BREAST
9652,Ptak ,BIRD
9653,Ciastko,COOKIE
9654,Lala,DOLL
9655,Puścić muzykę,MUSIC
9656,Jeść,EAT
9657,Nożyczki,SCISSORS
9658,"Obciąć, kroić",CUT
9659,Nie wolno,MUSTNT
9660,Boli,HURTS
9661,Kupa,POOP
9662,Siku,PEE
9663,Auto,CAR
9664,Pop corn,POPCORN
9665,Tak,YES
9666,Bomba,BOMB
9667,Kawa,COFFEE
9668,"Nie ma, nie udało sie",GONE
9669,Kapcie,SLIPPERS
9670,Pada deszcz/snieg,RAIN
9671,Pada deszcz/snieg,SNOW
9672,Zamiatać,SWEEP
9673,Tu,HERE
9674,Bomba,BOMB
9675,Buju,SWING
9676,Akuku,PEEKABOO
9677,"Plum, ryba",FISH
9678,"Plum, ryba",SPLASH
9679,Jedzenie,FOOD
9680,"Tik tak, zegar",TICKING
9681,Dzidzia,BABY
9682,"6, liczenie ",SIX
9683,Tubka z musem,TUBE
9684,Pieprz,PEPPER
9685,Jaja,EGG
9686,Zimno,COLD
9687,Oko,EYE
9688,Papier,PAPER
9689,Czapka,CAP
9690,Na dół,DOWNSTAIRS
9691,Wilk,WOLF
9692,Wuja,UNCLE
9693,Okulary,GLASSES
9694,Auto,CAR
9695,Babcia,GRANDMA
9696,Jabłko,APPLE
9697,Balon,BALLOON
9698,Dziadek,GRANDPA
9699,Dzięcioł,WOODPECKER
9700,Iddź spać,SLEEPING
9701,Maja,PERSON
9702,Pies,DOG
9703,Mama,MOM
9704,Krowa,COW
9705,Banan,BANANA
9706,Kot,CAT
9707,Pies,DOG
9708,Proszę,PLEASE
9709,Tata,DAD
9710,Ala,PERSON
9711,Owca,SHEEP
9712,Bobo,BABY
9713,Ciocia,AUNT
9714,Dzidzia,BABY
9715,Hania,PERSON
9716,Jasiu,PERSON
9717,Kura,HEN
9718,Lalka,DOLL
9719,Koza,GOAT
9720,Miś,TEDDY-BEAR
9721,Michał,PERSON
9722,Nunuś,CHARACTER
9723,Pucio,CHARACTER
9724,Kwiaty,FLOWER
9725,Buty,SHOES
9726,Zuzia,PERSON
9727,Pępek,NAVEL
9728,Arbuz,WATERMELON
9729,Spadło,BAM
9730,Woda,WATER
9731,Bujać się,SWING
9732,Chrupki,PUFFCORN
9733,Ciasto,CAKE
9734,Brawo,BRAVO
9735,Jogurt,YOGHURT
9736,Chleb,BREAD
9737,Fotel,ARMCHAIR
9738,Koń,HORSE
9739,Koło,CIRCLE
9740,Kulki,BALL
9741,Nie ma,GONE
9742,Mycie,WASHING
9743,Oko,EYE
9744,Ogon,TAIL
9745,Ozi,PERSON
9746,Paweł,PERSON
9747,Tam,THERE
9748,Piłka,BALL
9749,Uszy,EARS
9750,Żaba,FROG
9751,Autobus,BUS
9752,"Piersi, picie mleka ",BREAST
9753,"Piersi, picie mleka ",BREASTFEEDING
9754,świeci/Lampa,LAMP
9755,świeci/Lampa,SHINE
9756,Kartka,PIECE-OF-PAPER
9757,Koparka,EXCAVATOR
9758,Traktor ,TRACTOR
9759,Kredki ,CRAYONS
9760,Pan/Pani,MAN
9761,Pan/Pani,WOMAN
9762,Królik/zając  ,RABBIT
9763,Basia,PERSON
9764,Samolot,PLANE
9765,Mama,MOM
9766,Nie ma,GONE
9767,Pożegnanie ,BYE
9768,Poruszanie się pojazdów,DRIVE
9769,Pada deszcz,RAIN
9770,Tam,THERE
9771,Wskazanie miejsca ,HERE
9772,Upadek,BAM
9773,Kaszka,PORRIDGE
9774,Tata,DAD
9775,Kulja,BALL
9776,Lila,PERSON
9777,Pupa,BOTTOM
9778,Banan,BANANA
9779,Ja,SELF
9780,Nie,NO
9781,Tak,YES
9782,Auto,CAR
9783,A kuku,PEEKABOO
9784,Halo,HELLO
9785,Tup tup,STOMPING
9786,Gumka,HAIRBAND
9787,Chcę jeść,WANT-FOOD
9788,Malina,RASPBERRY
9789,Ogon,TAIL
9790,Kupka,POOP
9791,Jest,TO-BE
9792,Kamień,STONE
9793,Rura,PIPE
9794,Kamień,STONE
9795,Choddź,COME
9796,Iga,PERSON
9797,Dużo,A-LOT
9798,Basen,SWIMMING-POOL
9799,Tutaj,HERE
9800,Mała,SMALL
9801,Nie ma,GONE
9802,Nos,NOSE
9803,Oko,EYE
9804,Hałas,NOISE
9805,Jeszcze,MORE
9806,Choddź,COME
9807,Choddź,COME
9808,Inny,OTHER
9809,Zimno,COLD
9810,Uderzyć,HIT
9811,Bujać,SWING
9812,Dać,GIVE
9813,Moje,MY
9814,Koniec,END 
9815,Buty,SHOES
9816,Kopać,DIG
9817,Ubrać,GET-DRESSED
9818,Dawać komuś i chcieć coś otrzymać ,GIVE
9819,Kawa,COFFEE
9820,Mokro,WET
9821,Jabłko,APPLE
9822,Autobus,BUS
9823,Pasta do zębów,TOOTH-PASTE
9824,Małpka,MONKEY
9825,Tadzio imię chłopca z książki ,CHARACTER
9826,Zwierzę ,ANIMAL
9827,Mniam,YUMMY
9828,Kra,CROW
9829,"Siku, robić siku",PEE
9830,Siku,PEE
9831,Chomik,HAMSTER
9832,Ser,CHEESE
9833,Balon,BALLOON
9834,W dół,DOWN
9835,Pępek ,NAVEL
9836,Góra ,UP
9837,Drzwi,DOOR
9838,Dwa ,TWO
9839,Trzy ,THREE
9840,Kaczka,DUCK
9841,Księżyc ,MOON
9842,świeci,SHINE
9843,Kuku,HURTS
9844,Tadzio imię chłopca z książki ,CHARACTER
9845,Oko,EYE
9846,Nos,NOSE
9847,Bąk,BUMBLE-BEE
9848,Noga,LEG
9849,Co to?,WHAT-IS-THIS
9850,Ananas,PINEAPPLE
9851,Siedzieć / krzesło,CHAIR
9852,Siedzieć / krzesło,SIT
9853,Lalka,DOLL
9854,Ananas,PINEAPPLE
9855,Stop,STOP
9856,Go,GO
9857,Go,GO
9858,Krem,CREAM
9859,Brew,EYEBROWS
9860,"Buzia, język ",FACE
9861,"Buzia, język ",TONGUE
9862,Cześć ,HI
9863,Dziękuję ,THANK-YOU
9864,Dzień dobry ,GOOD-MORNING
9865,Maksiu,PERSON
9866,Stopa,FEET
9867,Leo,PERSON
9868,Zoo zoo zoo,ZOO
9869,Zjeżdżalnia lub zjeżdżać ,SLIDE
9870,"Hop, skakać ",HOP
9871,Woda,WATER
9872,Sól ,SALT
9873,Dmuchawiec,DANDELION
9874,Serce ,HEART
9875,Plac zabaw,PLAYGROUND
9876,Choddź ,COME
9877,Zegar,CLOCK
9878,Kot,CAT
9879,Kotek,CAT
9880,Oh no!,EXCLAMATION
9881,Szop,RACOON
9882,Zegar ,CLOCK
9883,Żółty kolor,YELLOW
9884,Mama,MOM
9885,Tata,DAD
9886,Babcia,GRANDMA
9887,Mama,MOM
9888,Hop,HOP
9889,Kabanosy,SAUSAGE
9890,Woda,WATER
9891,Kotek,CAT
9892,Ja chcę,WANT
9893,Och,EXCLAMATION
9894,Ach,EXCLAMATION
9895,"Dać, daj",GIVE
9896,Tak,YES
9897,Nie,NO
9898,Biszkopty,SPONGE-FINGERS
9899,Kaczka,DUCK
9900,Pies,DOG
9901,Lalka,DOLL
9902,Naciśnij,PUSH
9903,Krowa,COW
9904,Zegar,CLOCK
9905,A kuku,PEEKABOO
9906,Piesek,DOG
9907,Pić,DRINK
9908,Krowa,COW
9909,Koza,GOAT
9910,Owca,SHEEP
9911,Bingo piosenka,CHARACTER
9912,Słoń,ELEPHANT
9913,Lew,LION
9914,Picie,DRINK
9915,Wilk,WOLF
9916,Ananas,PINEAPPLE
9917,Garnek,POT
9918,Jest,TO-BE
9919,Puść,LET-GO
9920,Siusiu,PEE
9921,Bujać się,SWING
9922,Łapa,PAW
9923,Oko,EYE
9924,Nos,NOSE
9925,Miś,TEDDY-BEAR
9926,Ala,PERSON
9927,Paw,PEACOCK
9928,Pusto,EMPTY
9929,Puść,LET-GO
9930,Cześć,HI
9931,Hej,HI
9932,Iddź,GO
9933,Stopa,FEET
9934,Pępek,NAVEL
9935,Oko,EYE
9936,Nos,NOSE
9937,Muuu (krowa),COW
9938,Auto,CAR
9939,Balon,BALLOON
9940,Tik tak,TICKING
9941,Banan,BANANA
9942,Woda,WATER
9943,Statek,SHIP
9944,Kask,HELMET
9945,Dioda,DIODE
9946,Stół,TABLE
9947,Kask,HELMET
9948,Kran,TAP
9949,Szczotka,BRUSH
9950,Ciastko,COOKIE
9951,Mama,MOM
9952,Tata,DAD
9953,Pasta,PASTE
9954,Kółko,CIRCLE
9955,Pępek,NAVEL
9956,śliniak,BIB
9957,Huhu (sowa),OWL
9958,Gęś,GOOSE
9959,Panda,PANDA
9960,Trójkąt,TRIANGLE
9961,Wiadro,BUCKET
9962,Garnek,POT
9963,Hau (pies),DOG
9964,Ogon,TAIL
9965,Wrał (lew),LION
9966,Ciężarówka,TRUCK
9967,Tukan,TOUCAN
9968,Noga,LEG
9969,Księżyc,MOON
9970,Kabel,CABLE
9971,But,SHOES
9972,Ucho,EAR
9973,Główka,HEAD
9974,Broda,CHIN
9975,Hipopotam,HIPPO
9976,Balon,BALLOON
9977,Babcia,GRANDMA
9978,Żarówka,BULB
9979,Nietoperz,BAT
9980,Wojtek,PERSON
9981,Autobus,BUS
9982,Owca,SHEEP
9983,Aparat,CAMERA
9984,Zapięcie,FASTENING
9985,Układanka,PUZZLE
9986,Krokodyl,CROCODILE
9987,Brama,GATE
9988,Je,EAT
9989,Idzie,GO
9990,Latarnia,STREET-LAMP
9991,Gryzak,TEETHER
9992,Samolot,PLANE
9993,śpi,SLEEPING
9994,Namiot,TENT
9995,Ddźwig,CRANE
9996,Walec,ROLLER
9997,Kratka wentylacyjna,GRATE
9998,Krokodyl,CROCODILE
9999,Kabel,CABLE
10000,Jedzie,DRIVE
10001,Zielony,GREEN
10002,Sześć,SIX
10003,Jaś,PERSON
10004,Żółty,YELLOW
10005,Żółwik,TURTLE
10006,Choddź,COME
10007,Siedzi,SIT
10008,Wojtek,PERSON
10009,Wojtek,PERSON
10010,Zamknąć,CLOSE
10011,Liść,LEAF
10012,Makaron,PASTA
10013,Dużo,A-LOT
10014,Wiatrak,WINDMILL
10015,Ziewają ,YAWNING
10016,Odkręcić,OPEN
10017,Kropka,DOT
10018,Przytul,HUG
10019,Duży,BIG
10020,Mały,SMALL
10021,Odkurzacz,VACUUM-CLEANER
10022,Parówka,SAUSAGE
10023,Ser,CHEESE
10024,Lew,LION
10025,Elektryczny,ELECTRIC
10026,Łyżka,SPOON
10027,Kapelusz,HAT
10028,Chleb,BREAD
10029,Pomidor,TOMATO
10030,Umyć,WASH
10031,Pieluszka ,DIAPER
10032,Ciemno,DARK
10033,Okulary,GLASSES
10034,Słup,POLE
10035,Krzesełko,CHAIR
10036,Foka,SEAL
10037,Helikopter,HELICOPTER
10038,Jeszcze raz ,MORE
10039,Atom,ATOM
10040,Wieje ,BLOWING
10041,Był,TO-BE
10042,Kątomierz ,PROTRACTOR
10043,Dziękuję,THANK-YOU
10044,Szlaban,GATE
10045,Schody,STAIRS
10046,Ciężarówka,TRUCK
10047,Cukinia,COURGETTE
10048,Chmura,CLOUD
10049,Koleżanka,FRIEND
10050,Tata,DAD
10051,Coś niedobrego,DISGUSTING
10052,Jedzenie,FOOD
10053,Mama,MOM
10054,Coś pysznego,TASTY
10055,Daj,GIVE
10056,Zegar,CLOCK
10057,Tata,DAD
10058,Krowa,COW
10059,Koń,HORSE
10060,Osioł,DONKEY
10061,Litera A,ALPHABET-LETTER
10062,Auto,CAR
10063,Tak,YES
10064,Tak,YES
10065,Nie,NO
10066,Daj,GIVE
10067,Auto,CAR
10068,Auto,CAR
10069,Straszenie,SCARE
10070,Blat,COUNTER
10071,Literka,ALPHABET-LETTER
10072,Bum,BAM
10073,Hej,HI
10074,Ty,YOU
10075,Ho,
10076,Pęknięcie bańki,POP
10077,Literka,ALPHABET-LETTER
10078,Płacz,CRY
10079,Pa,BYE
10080,Jaja,EGG
10081,Aha,EXCLAMATION
10082,Kaczka,DUCK
10083,Aj,EXCLAMATION
10084,Ej,EXCLAMATION
10085,Oj,EXCLAMATION
10086,Kocha,LOVE
10087,Tam,THERE
10088,Oko,EYE
10089,Kura,HEN
10090,Hau ,DOG
10091,Miau,CAT
10092,Halo,HELLO
10093,Daj,GIVE
10094,Babcia,GRANDMA
10095,Owca,SHEEP
10096,Bębenek,DRUM
10097,Dzwony,BELL
10098,Tu,HERE
10099,Tup tup,STOMPING
10100,Deszcz,RAIN
10101,Starczy,OLD
